Time,Sensor1,Sensor2,Sensor3,Sensor4
918,564,654,534,528
919,564,654,535,528
920,565,656,535,529
921,564,657,536,529
922,565,657,536,530
923,566,657,537,530
924,566,657,537,530
925,566,657,537,530
926,567,656,537,531
927,567,657,537,531
928,567,658,537,530
929,568,657,537,530
930,568,657,537,531
931,568,657,538,531
932,568,659,537,531
933,568,659,538,531
934,569,659,537,531
935,569,659,537,531
936,569,659,538,531
937,569,659,538,531
938,570,659,538,531
939,570,659,538,531
940,570,659,538,531
941,570,659,538,531
942,570,659,538,532
943,571,659,539,532
944,571,659,539,533
945,571,660,539,532
946,571,660,539,532
947,571,660,539,532
948,571,660,539,532
949,571,659,539,532
950,571,659,539,532
951,572,660,539,533
952,572,659,539,533
953,572,659,540,533
954,572,659,540,533
955,571,660,540,533
956,571,660,540,533
957,571,660,540,533
958,571,660,540,533
959,572,660,540,533
960,572,660,540,533
961,572,660,540,533
962,572,659,540,533
963,573,660,540,534
964,568,660,534,528
965,566,660,534,527
966,566,662,536,529
967,565,662,526,519
968,568,663,531,524
969,568,662,531,524
970,567,662,530,524
971,567,663,532,525
972,568,664,533,526
973,568,663,533,526
974,568,665,533,527
975,568,664,533,527
976,568,665,533,527
977,568,665,533,527
978,568,665,534,527
979,569,665,534,528
980,569,666,534,528
981,569,667,534,527
982,569,669,534,528
983,570,670,534,528
984,570,671,535,528
985,570,673,535,528
986,570,676,535,528
987,572,704,520,514
988,572,730,511,505
989,571,734,506,500
990,564,733,505,498
991,553,734,507,500
992,557,735,509,503
993,556,714,513,507
994,555,719,530,523
995,558,744,537,531
996,539,741,531,524
997,547,744,533,526
998,549,745,534,527
999,550,745,535,529
1000,556,746,535,529
1001,560,744,536,529
1002,563,745,537,530
1003,568,745,538,531
1004,573,745,538,531
1005,569,748,540,534
1006,577,749,540,533
1007,582,748,540,534
1008,586,748,540,534
1009,588,749,542,535
1010,585,750,540,534
1011,580,748,539,532
1012,585,750,540,534
1013,588,748,542,535
1014,588,748,540,534
1015,590,754,541,534
1016,593,753,541,535
1017,594,752,542,535
1018,593,752,542,535
1019,594,753,542,536
1020,593,755,541,534
1021,595,756,543,536
1022,594,754,543,537
1023,595,757,544,538
1024,593,757,545,538
1025,594,756,546,539
1026,593,755,546,539
1027,595,757,547,540
1028,595,755,547,540
1029,596,757,547,541
1030,597,756,547,541
1031,598,757,547,541
1032,597,756,547,541
1033,597,756,547,541
1034,598,755,546,540
1035,599,755,547,540
1036,600,756,548,541
1037,600,755,548,541
1038,600,756,548,541
1039,600,756,548,542
1040,600,758,548,542
1041,601,758,548,542
1042,579,690,541,534
1043,565,634,559,552
1044,553,645,535,528
1045,578,668,543,536
1046,561,650,539,532
1047,569,652,544,536
1048,581,657,543,537
1049,590,654,540,533
1050,587,679,550,544
1051,571,670,546,540
1052,546,666,536,529
1053,578,675,547,540
1054,580,647,534,528
1055,588,686,559,552
1056,589,696,558,552
1057,588,694,547,542
1058,564,642,480,474
1059,547,610,479,473
1060,550,617,488,482
1061,552,620,490,484
1062,552,623,492,485
1063,552,625,490,484
1064,551,627,490,484
1065,552,627,491,485
1066,552,627,493,486
1067,553,628,492,486
1068,554,630,492,486
1069,555,632,494,487
1070,555,632,493,487
1071,556,633,492,486
1072,557,634,493,487
1073,557,635,493,487
1074,557,636,493,487
1075,558,635,494,487
1076,559,635,494,488
1077,559,635,495,488
1078,559,634,495,488
1079,559,634,495,489
1080,559,634,496,490
1081,559,635,496,490
1082,559,636,497,490
1083,559,637,497,491
1084,560,638,498,492
1085,560,638,498,492
1086,560,637,499,492
1087,560,638,499,493
1088,560,638,500,493
1089,560,639,500,494
1090,561,638,500,494
1091,561,639,500,494
1092,561,638,501,494
1093,561,640,502,495
1094,561,640,501,494
1095,561,639,501,494
1096,562,640,501,494
1097,562,639,501,494
1098,562,639,501,495
1099,562,640,501,494
1100,563,640,501,495
1101,563,640,500,494
1102,563,640,501,495
1103,564,640,501,495
1104,564,639,504,497
1105,565,639,504,498
1106,564,640,502,495
1107,564,641,502,495
1108,564,641,502,496
1109,564,640,502,496
1110,565,641,502,496
1111,564,641,502,496
1112,565,643,502,496
1113,565,642,502,495
1114,565,642,502,496
1115,565,642,502,496
1116,565,642,502,496
1117,566,642,502,496
1118,566,642,503,496
1119,566,643,503,496
1120,566,643,503,496
1121,566,643,503,496
1122,566,645,504,497
1123,566,645,504,497
1124,567,645,504,497
1125,567,646,504,497
1126,567,646,504,497
1127,567,646,504,497
1128,567,647,504,498
1129,567,646,505,498
1130,567,645,504,498
1131,567,645,504,498
1132,568,644,505,498
1133,568,645,504,498
1134,568,644,504,498
1135,568,644,505,498
1136,568,644,505,498
1137,569,643,504,498
1138,569,644,505,498
1139,569,644,505,498
1140,569,645,505,499
1141,569,645,505,499
1142,569,645,506,499
1143,569,645,506,499
1144,570,645,506,499
1145,570,644,506,499
1146,570,645,506,499
1147,570,645,506,499
1148,570,645,506,500
1149,570,645,506,500
1150,556,648,476,470
1151,562,646,488,482
1152,562,644,490,483
1153,563,643,491,484
1154,564,643,493,487
1155,564,643,495,489
1156,565,644,497,490
1157,565,643,497,491
1158,565,643,497,491
1159,566,644,497,491
1160,566,644,498,491
1161,566,644,498,492
1162,566,645,498,492
1163,567,646,499,492
1164,567,644,499,493
1165,567,644,500,493
1166,568,645,499,493
1167,568,646,500,494
1168,568,646,500,494
1169,568,646,500,494
1170,568,646,500,494
1171,569,647,501,495
1172,569,647,501,495
1173,569,647,502,495
1174,569,648,502,495
1175,569,648,502,495
1176,570,648,502,495
1177,570,647,502,495
1178,570,647,503,496
1179,570,647,503,496
1180,570,648,503,497
1181,570,649,504,497
1182,570,649,504,497
1183,570,649,504,497
1184,570,648,504,498
1185,571,648,505,498
1186,571,648,505,499
1187,571,648,505,499
1188,571,648,505,499
1189,571,648,505,498
1190,571,648,506,499
1191,572,648,506,499
1192,571,648,506,499
1193,571,647,505,498
1194,570,650,504,497
1195,567,656,501,494
1196,580,668,504,497
1197,581,683,528,522
1198,597,680,527,520
1199,602,700,541,534
1200,586,658,507,501
1201,587,679,518,511
1202,565,666,500,494
1203,536,715,520,512
1204,549,653,493,488
1205,548,636,488,482
1206,547,650,482,475
1207,548,650,486,479
1208,549,651,488,482
1209,550,653,490,484
1210,553,652,493,486
1211,555,650,494,488
1212,555,652,495,489
1213,554,659,494,487
1214,555,660,493,487
1215,555,659,495,488
1216,556,659,495,489
1217,557,659,496,490
1218,557,659,497,490
1219,558,658,499,492
1220,559,657,499,493
1221,559,659,500,493
1222,560,659,500,493
1223,560,657,500,494
1224,560,657,500,494
1225,561,657,501,494
1226,561,656,502,495
1227,561,656,503,496
1228,562,656,504,498
1229,562,656,506,499
1230,562,656,507,500
1231,562,655,507,500
1232,563,656,507,500
1233,563,656,508,501
1234,562,657,508,501
1235,563,657,509,503
1236,564,656,511,505
1237,565,656,512,505
1238,564,656,511,505
1239,565,656,511,505
1240,565,656,511,505
1241,565,656,511,505
1242,565,657,511,504
1243,566,657,511,505
1244,566,658,511,505
1245,566,658,512,505
1246,566,658,512,505
1247,566,658,512,505
1248,567,658,512,506
1249,567,659,513,506
1250,567,659,513,506
1251,567,659,512,506
1252,567,658,513,506
1253,567,658,513,506
1254,567,659,513,506
1255,567,659,513,507
1256,568,659,513,507
1257,568,659,514,507
1258,568,659,513,507
1259,568,659,515,508
1260,568,659,515,508
1261,568,659,515,508
1262,568,659,515,508
1263,569,659,515,508
1264,569,659,515,508
1265,569,659,515,508
1266,569,659,515,508
1267,569,659,515,508
1268,569,659,515,508
1269,569,659,514,508
1270,570,660,515,508
1271,570,659,515,508
1272,570,660,514,507
1273,569,659,515,508
1274,570,659,515,509
1275,570,660,515,509
1276,570,660,516,509
1277,570,659,516,509
1278,570,659,516,509
1279,570,659,516,510
1280,570,659,518,511
1281,570,660,518,511
1282,570,660,517,511
1283,571,659,517,511
1284,571,659,518,511
1285,571,659,518,511
1286,571,659,518,511
1287,571,659,517,511
1288,571,660,517,511
1289,571,660,518,511
1290,571,660,518,511
1291,571,661,518,511
1292,571,660,518,512
1293,572,661,519,512
1294,572,661,519,513
1295,572,661,519,513
1296,572,661,519,512
1297,572,661,520,513
1298,573,660,519,512
1299,573,659,519,513
1300,572,659,518,512
1301,573,660,518,512
1302,573,660,519,512
1303,573,660,519,513
1304,573,662,519,513
1305,573,662,519,512
1306,573,661,519,512
1307,573,661,519,512
1308,573,662,519,512
1309,573,661,519,513
1310,573,661,519,513
1311,573,661,519,513
1312,573,661,519,513
1313,573,661,519,513
1314,573,661,520,513
1315,573,661,520,514
1316,574,661,521,514
1317,574,660,521,514
1318,574,660,521,514
1319,574,660,521,514
1320,574,661,521,514
1321,574,662,521,514
1322,574,661,521,514
1323,575,662,520,514
1324,575,661,520,514
1325,575,661,521,514
1326,575,661,521,514
1327,575,662,521,514
1328,575,662,521,514
1329,575,662,521,514
1330,576,662,521,515
1331,576,663,521,515
1332,576,663,521,515
1333,576,663,522,515
1334,576,662,521,515
1335,576,663,522,515
1336,576,662,522,515
1337,575,661,521,514
1338,576,661,522,516
1339,576,661,523,516
1340,576,661,523,517
1341,576,661,523,517
1342,576,661,524,517
1343,576,662,524,517
1344,576,661,525,518
1345,577,661,525,518
1346,577,662,525,519
1347,577,661,525,519
1348,577,660,526,519
1349,577,661,526,519
1350,576,660,523,516
1351,576,661,520,514
1352,577,661,521,514
1353,577,661,521,515
1354,577,661,521,515
1355,577,660,522,515
1356,578,661,522,515
1357,578,662,523,516
